Sn Oxide,,SnSiO2 0.13%,,SnSiO2 0.5%,,SnSiO2 2%,,SnSiO2 6%,
wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity,wavelength (nm),intensity
463.9800208412,0.0002570612,463.9800208412,0.0052054899,463.9800208412,2.85623587959493E-05,463.9800208412,2.85623587959493E-05,463.9800208412,0
464.4300208478,0.0002565633,464.4300208478,0.0051954073,464.4300208478,0.000028507,464.4300208478,0.000028507,464.4300208478,0
464.8900208802,0.0002560558,464.8900208802,0.0051851308,464.8900208802,2.84506493261723E-05,464.8900208802,2.84506493261723E-05,464.8900208802,0
465.3400208887,0.0002555609,465.3400208887,0.0051751073,465.3400208887,2.83956503928177E-05,465.3400208887,2.83956503928177E-05,465.3400208887,0
465.800020921,0.0002550563,465.800020921,0.005164891,465.800020921,2.83395939329503E-05,465.800020921,2.83395939329503E-05,465.800020921,0
466.250020943,0.0001767807,466.250020943,0.005154926,466.250020943,2.82849165577427E-05,466.250020943,2.82849165577427E-05,466.250020943,0
466.7000209482,0.00017644,466.7000209482,0.0051449899,466.7000209482,2.82303972688094E-05,466.7000209482,2.82303972688094E-05,466.7000209482,0
467.1600209779,0.0001760927,467.1600209779,0.0051348626,467.1600209779,2.81748292010462E-05,467.1600209779,2.81748292010462E-05,467.1600209779,0
467.6100210023,0.0001757539,467.6100210023,0.0051249844,467.6100210023,2.81206277402532E-05,467.6100210023,2.81206277402532E-05,467.6100210023,0
468.0700210176,0.0001754086,468.0700210176,0.0051149161,468.0700210176,2.80653833002054E-05,468.0700210176,2.80653833002054E-05,468.0700210176,7.01634582505136E-06
468.5200210451,0.0001750719,468.5200210451,0.004733943,468.5200210451,2.80114972019114E-05,468.5200210451,2.80114972019114E-05,468.5200210451,7.00287430047785E-06
468.9800210543,0.0001747286,468.9800210543,0.004724661,468.9800210543,2.7956573881378E-05,468.9800210543,2.7956573881378E-05,468.9800210543,6.9891434703445E-06
469.4300210775,0.0001743938,469.4300210775,0.0047156071,469.4300210775,0.000027903,469.4300210775,0.000027903,469.4300210775,6.9757501759513E-06
469.8900210993,0.0001740525,469.8900210993,0.0047063789,469.8900210993,2.78483960188373E-05,469.8900210993,2.78483960188373E-05,469.8900210993,6.96209900470932E-06
470.3400211188,0.0001737196,470.3400211188,0.0046973775,470.3400211188,2.7795133343795E-05,470.3400211188,6.25390500235387E-05,470.3400211188,6.94878333594875E-06
470.7900211357,0.0001733876,470.7900211357,0.0046884019,470.7900211357,0.000027742,470.7900211357,6.2419552487016E-05,470.7900211357,6.93550583189067E-06
471.2500211523,0.0001730493,471.2500211523,0.0046792535,471.2500211523,2.76878902670263E-05,471.2500211523,6.22977531008091E-05,471.2500211523,0.000006922
471.700021173,0.0001727193,471.700021173,0.0046703297,471.700021173,2.76350871827003E-05,471.700021173,6.21789461610756E-05,471.700021173,6.90877179567507E-06
472.1600211942,0.0001723829,472.1600211942,0.0046612341,472.1600211942,2.75812666653837E-05,472.1600211942,6.20578499971132E-05,472.1600211942,6.89531666634591E-06
472.6100212184,0.0001720548,472.6100212184,0.0046523618,472.6100212184,2.75287681524296E-05,472.6100212184,6.19397283429666E-05,472.6100212184,6.8821920381074E-06
473.0600212388,0.0001717276,473.0600212388,0.0046435149,473.0600212388,2.74764193863957E-05,473.0600212388,6.18219436193903E-05,473.0600212388,6.86910484659892E-06
473.5200212539,0.0001713941,473.5200212539,0.0046344974,473.5200212539,2.74230614974846E-05,473.5200212539,6.17018883693403E-05,473.5200212539,6.85576537437115E-06
473.9700212881,0.0001710688,473.9700212881,0.0046257013,473.9700212881,0.000027371,473.9700212881,6.1584781088542E-05,473.9700212881,6.84275345428244E-06
474.4300213096,0.0001707373,474.4300213096,0.0046167357,474.4300213096,0.000027318,474.4300213096,6.14654156790162E-05,474.4300213096,6.8294906310018E-06
474.880021315,0.0001090649,474.880021315,0.0046079901,474.880021315,2.72662136248118E-05,474.880021315,0.000061349,474.880021315,6.81655340620294E-06
475.3300213369,0.0001088584,475.3300213369,0.0045992694,475.3300213369,2.72146116297452E-05,475.3300213369,6.12328761669268E-05,475.3300213369,6.80365290743631E-06
475.7900213638,0.0001086481,475.7900213638,0.0045903804,475.7900213638,0.000027162,475.7900213638,6.11145319105735E-05,475.7900213638,6.79050354561928E-06
476.240021381,0.0001084428,476.240021381,0.0045817096,476.240021381,2.71107075653957E-05,476.240021381,6.09990920221404E-05,476.240021381,6.77767689134893E-06
476.7000213959,0.0001082336,476.7000213959,0.0045728714,476.7000213959,2.70584109072825E-05,476.7000213959,6.08814245413856E-05,476.7000213959,6.76460272682063E-06
477.1500214283,0.0001080296,477.1500214283,0.0045642502,477.1500214283,2.70073974180937E-05,477.1500214283,6.07666441907107E-05,477.1500214283,6.75184935452341E-06
477.6000214399,0.0001078261,477.6000214399,0.0045556532,477.6000214399,2.69565280573828E-05,477.6000214399,6.06521881291113E-05,477.6000214399,6.7391320143457E-06
478.0600214669,0.0001076187,478.0600214669,0.0045468904,478.0600214669,2.69046766699978E-05,478.0600214669,6.0535522507495E-05,478.0600214669,6.72616916749945E-06
478.5100214887,0.0001074164,478.5100214887,0.0045383424,478.5100214887,2.68540971141907E-05,478.5100214887,6.04217185069291E-05,478.5100214887,6.71352427854767E-06
478.9600215081,0.0001072146,478.9600215081,0.0045298185,478.9600215081,2.68036600552903E-05,478.9600215081,6.03082351244032E-05,478.9600215081,6.70091501382258E-06
479.4200215264,0.000107009,479.4200215264,0.0045211301,479.4200215264,2.67522488980395E-05,479.4200215264,6.01925600205889E-05,479.4200215264,6.68806222450987E-06
479.8700215518,0.0001068084,479.8700215518,0.0045126546,479.8700215518,2.6702098368009E-05,479.8700215518,6.00797213280202E-05,479.8700215518,6.67552459200224E-06
480.3300215679,0.0001066039,480.3300215679,0.0045040155,480.3300215679,0.000026651,480.3300215679,5.99647027435595E-05,480.3300215679,6.66274474928439E-06
480.7800215852,0.0001064045,480.7800215852,0.0044955881,480.7800215852,2.66011128297502E-05,480.7800215852,5.98525038669379E-05,480.7800215852,6.65027820743754E-06
481.2300215982,0.0001062055,481.2300215982,0.0044871843,481.2300215982,2.6551386487074E-05,481.2300215982,5.97406195959165E-05,481.2300215982,6.6378466217685E-06
481.6900216232,0.0001060028,481.6900216232,0.0044786181,481.6900216232,2.6500699090828E-05,481.6900216232,5.9626572954363E-05,481.6900216232,6.625174772707E-06
482.1400216391,0.000105805,482.1400216391,0.0044702619,482.1400216391,2.64512539113735E-05,482.1400216391,5.95153213005904E-05,482.1400216391,6.61281347784338E-06
482.5900216643,0.0001056078,482.5900216643,0.0048117548,482.5900216643,2.64019469856455E-05,482.5900216643,5.94043807177023E-05,482.5900216643,6.60048674641137E-06
483.0500216808,0.0001054067,483.0500216808,0.0048025949,483.0500216808,2.63516867106081E-05,483.0500216808,5.92912950988683E-05,483.0500216808,6.58792167765203E-06
483.5000217147,0.0001052106,483.5000217147,0.0047936594,483.5000217147,2.63026577935508E-05,483.5000217147,0.000059181,483.5000217147,6.5756644483877E-06
483.9500217202,0.0001050151,483.9500217202,0.0047847488,483.9500217202,2.62537655812364E-05,483.9500217202,0.000059071,483.9500217202,6.56344139530911E-06
484.4100217526,0.0001048157,484.4100217526,0.0047756658,484.4100217526,2.62039276419627E-05,484.4100217526,5.89588371944162E-05,484.4100217526,0.000006551
484.8600217647,0.0001046212,484.8600217647,0.0047668053,484.8600217647,2.61553103278854E-05,484.8600217647,5.88494482377422E-05,484.8600217647,6.53882758197135E-06
485.3100217903,0.0001044273,485.3100217903,0.0047579694,485.3100217903,2.61068281912004E-05,485.3100217903,5.87403634302009E-05,485.3100217903,6.52670704780011E-06
485.7700218068,0.0001042296,485.7700218068,0.0044037019,485.7700218068,2.6057407869078E-05,485.7700218068,5.86291677054254E-05,485.7700218068,6.51435196726949E-06
486.2200218271,0.0001040368,486.2200218271,0.0043955544,486.2200218271,2.60091975635754E-05,486.2200218271,5.85206945180445E-05,486.2200218271,6.50229939089384E-06
486.670021849,0.0001038445,486.670021849,0.0043874294,486.670021849,2.59611209293856E-05,486.670021849,5.84125220911176E-05,486.670021849,6.4902802323464E-06
487.1300218717,0.0001036485,487.1300218717,0.0043791472,487.1300218717,2.59121135715176E-05,487.1300218717,5.83022555359146E-05,487.1300218717,0.000006478
487.5800218829,0.0001034572,487.5800218829,0.0043710677,487.5800218829,2.58643057441107E-05,487.5800218829,5.8194687924249E-05,487.5800218829,6.46607643602767E-06
488.0300219048,0.0001032665,488.0300219048,0.0043630105,488.0300219048,2.58166301028538E-05,488.0300219048,5.80874177314211E-05,488.0300219048,6.45415752571346E-06
488.4900219308,0.0001030721,488.4900219308,0.0043547973,488.4900219308,0.000025768,488.4900219308,5.79780700221689E-05,488.4900219308,0.000006442
488.9400219603,0.0001028825,488.9400219603,0.004346785,488.9400219603,2.57206213040356E-05,488.9400219603,5.787139793408E-05,488.9400219603,6.43015532600889E-06
489.3900219721,0.0001026934,489.3900219721,0.0043387948,489.3900219721,2.56733422086635E-05,489.3900219721,0.000057765,489.3900219721,6.41833555216587E-06
489.8500219885,0.0001025006,489.8500219885,0.0043306499,489.8500219885,2.56251470780219E-05,489.8500219885,5.76565809255493E-05,489.8500219885,6.40628676950548E-06
490.3000220093,0.0001023125,490.3000220093,0.0043227041,490.3000220093,2.5578130865773E-05,490.3000220093,5.75507944479891E-05,490.3000220093,6.39453271644324E-06
490.7500220416,0.000102125,490.7500220416,0.0043147802,490.7500220416,2.55312439307148E-05,490.7500220416,5.74452988441082E-05,490.7500220416,6.38281098267869E-06
491.2100220612,0.0001019338,491.2100220612,0.0043067027,491.2100220612,2.54834481890849E-05,491.2100220612,5.73377584254411E-05,491.2100220612,6.37086204727123E-06
491.6600220848,0.0001017473,491.6600220848,0.0042988228,491.6600220848,6.3592053091277E-06,491.6600220848,5.72328477821493E-05,491.6600220848,6.3592053091277E-06
492.1100220897,0.0001015613,492.1100220897,0.0042909644,492.1100220897,6.34758053416393E-06,492.1100220897,5.71282248074754E-05,492.1100220897,6.34758053416393E-06
492.5600221186,0.0001013758,492.5600221186,0.0042831276,492.5600221186,0.000025344,492.5600221186,5.702388845065E-05,492.5600221186,0.000006336
493.0200221435,0.0001011867,493.0200221435,0.0042751388,493.0200221435,2.52966794051482E-05,493.0200221435,5.69175286615834E-05,493.0200221435,6.32416985128705E-06
493.4700221658,0.0001010023,493.4700221658,0.0042673453,493.4700221658,2.52505638748481E-05,493.4700221658,5.68137687184082E-05,493.4700221658,6.31264096871203E-06
493.9200221848,0.0001008183,493.9200221848,0.0042595731,493.9200221848,6.3011435829389E-06,493.9200221848,5.67102922464501E-05,493.9200221848,6.3011435829389E-06
494.380022189,0.0001006308,494.380022189,0.00425165,494.380022189,2.51576925393001E-05,494.380022189,5.66048082134252E-05,494.380022189,6.28942313482503E-06
494.8300222275,0.0001004478,494.8300222275,0.0042439206,494.8300222275,0.000025112,494.8300222275,5.65019018356306E-05,494.8300222275,0.000006278
495.2800222311,0.0001002654,495.2800222311,0.0042362123,495.2800222311,6.26658620283162E-06,495.2800222311,5.63992758254846E-05,495.2800222311,6.26658620283162E-06
495.7300222619,0.0001000834,495.7300222619,0.0042285249,495.7300222619,6.25521435171468E-06,495.7300222619,5.6296929165432E-05,495.7300222619,6.25521435171468E-06
496.1900222865,9.98979481088146E-05,496.1900222865,0.0039022636,496.1900222865,6.24362175680091E-06,496.1900222865,5.61925958112082E-05,496.1900222865,6.24362175680091E-06
496.6400222973,0.000099717,496.6400222973,0.0038951952,496.6400222973,6.23231232983831E-06,496.6400222973,5.60908109685448E-05,496.6400222973,6.23231232983831E-06
497.0900223232,9.95365376508929E-05,497.0900223232,0.003888146,497.0900223232,0.000006221,497.0900223232,5.59893024286273E-05,497.0900223232,0.000006221
497.5400223399,9.93565674529773E-05,497.5400223399,0.0038811159,497.5400223399,6.20978546581108E-06,497.5400223399,5.58880691922997E-05,497.5400223399,6.20978546581108E-06
498.000022367,9.91731019399429E-05,498.000022367,0.0038739493,498.000022367,6.19831887124643E-06,498.000022367,5.57848698412179E-05,498.000022367,6.19831887124643E-06
498.4500223896,9.89941160802968E-05,498.4500223896,0.0038669577,498.4500223896,6.18713225501855E-06,498.4500223896,5.56841902951669E-05,498.4500223896,6.18713225501855E-06
498.9000224087,5.55837830603612E-05,498.9000224087,0.0038599849,498.9000224087,0.000006176,498.9000224087,5.55837830603612E-05,498.9000224087,0.000006176
499.3600224175,5.54814249876072E-05,499.3600224175,0.0038528767,499.3600224175,6.1646027764008E-06,499.3600224175,5.54814249876072E-05,499.3600224175,6.1646027764008E-06
499.8100224393,5.53815654330367E-05,499.8100224393,0.003845942,499.8100224393,6.15350727033741E-06,499.8100224393,5.53815654330367E-05,499.8100224393,6.15350727033741E-06
500.2600224558,0.000055282,500.2600224558,0.0038390261,500.2600224558,6.14244169310134E-06,500.2600224558,0.000055282,500.2600224558,6.14244169310134E-06
500.7100224785,5.51826534343497E-05,500.7100224785,0.0038321287,500.7100224785,6.13140593714997E-06,500.7100224785,5.51826534343497E-05,500.7100224785,6.13140593714997E-06
501.1700225124,9.79224904543394E-05,501.1700225124,0.0038250973,501.1700225124,6.12015565339621E-06,501.1700225124,5.50814008805659E-05,501.1700225124,6.12015565339621E-06
501.6200225182,5.49826188844941E-05,501.6200225182,0.0038182374,501.6200225182,6.1091798760549E-06,501.6200225182,5.49826188844941E-05,501.6200225182,6.1091798760549E-06
502.0700225435,5.48841023811287E-05,502.0700225435,0.003811396,502.0700225435,6.09823359790319E-06,502.0700225435,5.48841023811287E-05,502.0700225435,6.09823359790319E-06
502.5200225706,9.7397067413182E-05,502.5200225706,0.0038045729,502.5200225706,6.08731671332387E-06,502.5200225706,5.47858504199149E-05,502.5200225706,6.08731671332387E-06
502.9700225895,9.7222865874752E-05,502.9700225895,0.0037977682,502.9700225895,6.076429117172E-06,502.9700225895,5.4687862054548E-05,502.9700225895,6.076429117172E-06
503.4300226065,9.70452757982416E-05,503.4300226065,0.0037908311,503.4300226065,6.0653297373901E-06,503.4300226065,0.000054588,503.4300226065,6.0653297373901E-06
503.8800226183,0.000096872,503.8800226183,0.0037840632,503.8800226183,6.05450104956672E-06,503.8800226183,5.44905094461005E-05,503.8800226183,6.05450104956672E-06
504.3300226518,9.66992213639059E-05,504.3300226518,0.0037773133,504.3300226518,6.04370133524412E-06,504.3300226518,5.43933120171971E-05,504.3300226518,6.04370133524412E-06
504.7800226666,5.4296374420363E-05,504.7800226666,0.0037705816,504.7800226666,6.03293049115145E-06,504.7800226666,5.4296374420363E-05,504.7800226666,6.03293049115145E-06
505.2400226778,9.63512004419071E-05,505.2400226778,0.0037637188,505.2400226778,0.000006022,505.2400226778,5.41975502485727E-05,505.2400226778,0.000006022
505.6900227095,5.41011352666741E-05,505.6900227095,0.0037570233,505.6900227095,6.01123725185268E-06,505.6900227095,5.41011352666741E-05,505.6900227095,6.01123725185268E-06
506.1400227227,0.000054005,506.1400227227,0.0037503456,506.1400227227,6.00055303699276E-06,506.1400227227,0.000054005,506.1400227227,6.00055303699276E-06
506.5900227489,9.5838356505645E-05,506.5900227489,0.0037436858,506.5900227489,5.98989728160281E-06,506.5900227489,5.39090755344253E-05,506.5900227489,5.98989728160281E-06
507.0400227652,9.56683181551375E-05,507.0400227652,0.0037370437,507.0400227652,5.97926988469609E-06,507.0400227652,5.38134289622648E-05,507.0400227652,5.97926988469609E-06
507.5000227913,0.000095495,507.5000227913,0.0037302722,507.5000227913,5.96843552949929E-06,507.5000227913,5.37159197654936E-05,507.5000227913,5.96843552949929E-06
507.9500228023,9.53258427677305E-05,507.9500228023,0.0037236657,507.9500228023,5.95786517298316E-06,507.9500228023,5.36207865568484E-05,507.9500228023,5.95786517298316E-06
508.4000228365,9.51571659593016E-05,508.4000228365,0.0037170768,508.4000228365,5.94732287245635E-06,508.4000228365,5.35259058521071E-05,508.4000228365,5.94732287245635E-06
508.8500228386,5.34312767584605E-05,508.8500228386,0.0037105053,508.8500228386,5.93680852871783E-06,508.8500228386,5.34312767584605E-05,508.8500228386,5.93680852871783E-06
509.3000228652,5.33368983870417E-05,509.3000228652,0.0037039513,509.3000228652,5.92632204300463E-06,509.3000228652,5.33368983870417E-05,509.3000228652,5.92632204300463E-06
509.7600228924,5.3240680938608E-05,509.7600228924,0.0036972695,509.7600228924,5.91563121540089E-06,509.7600228924,5.3240680938608E-05,509.7600228924,5.91563121540089E-06
510.2100229024,5.31468068830944E-05,510.2100229024,0.0036907505,510.2100229024,5.90520076478827E-06,510.2100229024,5.31468068830944E-05,510.2100229024,5.90520076478827E-06
510.660022938,5.3053180887207E-05,510.660022938,0.0036842487,510.660022938,5.89479787635633E-06,510.660022938,5.3053180887207E-05,510.660022938,5.89479787635633E-06
511.1100229391,5.29598020777273E-05,511.1100229391,0.003677764,511.1100229391,5.88442245308081E-06,511.1100229391,5.29598020777273E-05,511.1100229391,5.88442245308081E-06
511.5600229793,5.28666695852757E-05,511.5600229793,0.0036712965,511.5600229793,5.87407439836397E-06,511.5600229793,5.28666695852757E-05,511.5600229793,5.87407439836397E-06
512.0200229833,5.27717211690642E-05,512.0200229833,0.0036647029,512.0200229833,5.86352457434047E-06,512.0200229833,5.27717211690642E-05,512.0200229833,5.86352457434047E-06
512.470023019,5.26790841433533E-05,512.470023019,0.0036582697,512.470023019,5.8532315714837E-06,512.470023019,5.26790841433533E-05,512.470023019,5.8532315714837E-06
